0,1,2,3,quality
-0.03246980903706767,-0.00023521623898194904,0.0072399503922349,0.01383741071835375,1.0
0.005786828939586361,0.007325210434053989,-0.01254421601672403,-0.0052144692897712515,1.0
0.0016534940147398243,-0.005795464187738068,-0.005925512708144023,0.011325202938303837,1.0
-0.012256414118811988,-0.0027093841408823696,0.0037084086451064442,0.00022769234654688872,1.0
-0.012256414118811988,-0.0027093841408823696,0.0037084086451064442,0.00022769234654688872,1.0
0.0016534940147398243,-0.005795464187738068,-0.005925512708144023,0.011325202938303837,1.0
-0.006268857202499646,0.019195102393823882,-0.0004872962027450291,-0.0006641887422780887,1.0
-0.03246980903706767,-0.00023521623898194904,0.0072399503922349,0.01383741071835375,1.0
0.005786828939586361,0.007325210434053989,-0.01254421601672403,-0.0052144692897712515,1.0
0.009662958597410053,-0.01525629168080321,-0.0017175439505143922,0.007943245353489415,1.0
0.024537728101018428,-0.01360673495461594,-0.006580251205593209,0.021861532308251216,1.0
0.00642895718227916,-0.015819679926622088,-0.006821234792000408,0.015952928947054874,1.0
0.02043464262423326,-0.01697464001912508,-0.009062260508290225,0.004339242970121315,1.0
0.014866399450957817,-0.012376621676984709,0.01042886302422422,-0.0262120808968876,0.0
-0.02190460110743922,-0.02160374991582562,-0.012574981801251946,0.01545744501721131,1.0
0.016561489132490784,-0.010887713262084714,0.0060483899814546185,-0.0074805070735704205,0.0
0.0003022203333383452,0.04049131563927588,-0.0053710313628358534,0.0054810621569325825,1.0
0.019803138243236165,0.024484917708235913,-0.006642997194857722,0.00638757908435805,0.0
0.011536048155145582,-0.006927264579311091,-0.005787051004876566,0.0057828752103457875,1.0
-0.007681854503387913,0.017307583493383426,-4.771555455035812e-06,-0.0026601941222205595,1.0
0.019803138243236165,0.024484917708235913,-0.006642997194857722,0.00638757908435805,0.0
0.011734130828209939,0.007913112110788063,0.0027497481900487643,0.01046434005330055,0.0
0.008171494547969477,-0.0048163367017176936,-0.0023832519224453444,-0.014919882881724097,0.0
-0.005371152418064332,0.03275330226211599,-0.03804638697924113,0.013163800057092648,1.0
0.006130883690081308,0.0006743312840735255,-0.011714600553042341,-0.00923636266426294,1.0
-0.01581867211886176,-0.006279333071960338,0.009436633180895122,-0.013494969413687087,1.0
0.005347661487129408,-0.0009140956458069117,-0.0028476862809400476,-0.012829366135481138,1.0
-0.0026863358134850916,-0.002079901074655514,-0.005395676324133955,-0.008115131679270773,1.0
0.016964169983152876,-0.01203315232273766,-0.008247306391087866,0.005304088315950008,1.0
0.018247590807828947,-0.011309102677815333,-0.00402404023371903,-0.004352793221421992,0.0
-0.005310965584202931,-0.012366787521929743,-0.006353143117737787,0.012266594130729743,1.0
0.018295133109607047,-0.00650556758020225,-0.002966643269180317,0.008576909651247267,1.0
0.011318682476009551,-0.004549642496461546,-0.002857105967760637,0.0066457362854767405,1.0
0.0038098028661656506,-0.007393548164546452,0.0037063065708370707,-0.020680880325477918,1.0
-0.015727330012734877,0.023198272040931958,0.01056697928082308,-0.005391939240545691,1.0
0.019242404157203852,-0.00503436854699358,-0.016063676461622715,0.006256743914734218,1.0
-0.003256413214304409,0.02245764550256721,-0.0036603925355524467,0.005035618319349313,1.0
0.006857020414990973,0.007949549227904524,0.003495669654167824,0.01161803477759842,1.0
-0.027067015932553354,-0.00043253985960730495,0.004049660132290996,0.00973675987268645,1.0
-0.027067015932553354,-0.00043253985960730495,0.004049660132290996,0.00973675987268645,1.0
-0.005590751754355646,-0.004498142376283678,-0.04809463192891566,-0.008162237992016836,1.0
-0.006335176268726655,-0.0030637611174942204,-0.04798312163183592,-0.006339387406393759,1.0
-0.007012598731793444,0.008133263045228312,-0.013080883413575793,0.004682824992678486,1.0
0.002928405067102318,-0.00032985752940310157,-0.010173499230327421,-0.010769203137323803,1.0
0.002889348792607994,-0.0006764151017469524,-0.011045683719586601,-0.011597122044205687,1.0
0.0034124897793241433,-0.012003980752928467,-0.005509772960362407,-0.004793056150238363,0.0
