0,1,2,quality
3.6769435050258306,-0.5452332906379994,-0.9304218828220382,1.0
-0.6445878355162532,0.43076994764204596,-0.3563306994621421,1.0
0.15529054838779832,-1.1897999349321104,-0.017531522501134406,1.0
1.4553740881085955,0.09968017846828706,-0.0019563854577814834,1.0
1.4553740881085961,0.0996801784683482,-0.0019563854577781367,1.0
0.15529054838779818,-1.1897999349321104,-0.017531522501133195,1.0
0.07383640776384165,0.8293190462016573,-1.3800275511367093,1.0
3.6769435050258235,-0.5452332906380066,-0.9304218828220141,1.0
-0.6445878355162528,0.43076994764204496,-0.3563306994621324,1.0
-0.5586635719313692,-1.3267296993555178,0.91448719754746,1.0
-2.2531515705208514,-2.615073256628168,0.5594316476808934,1.0
-0.03162607887136308,-1.990984355388083,0.5773589348139229,1.0
-1.5964291652873857,-1.3514403341456476,1.2567489227317503,1.0
-1.5783176232954046,1.5172451543998806,2.062143399214295,0.0
3.658081708760105,-1.848067601463009,0.4160973275572265,1.0
-1.7195654876070139,0.03604327492288843,1.33291460095438,0.0
-1.3361069138587207,0.9730935832934033,-2.9442492442053663,1.0
-3.0439739591383197,0.036690758743263045,-1.5709435773424991,0.0
-0.9777989696325738,-0.9340523104446682,0.4154874450879493,1.0
0.2952220527330825,0.941401999252326,-1.2081789612200053,1.0
-3.0439739591383197,0.036690758743263045,-1.5709435773424991,0.0
-1.7280328801881597,-0.6511201165929514,-0.6334183491457138,0.0
-0.743867175680925,0.8415721924903901,0.9276625182767586,0.0
0.39188840140912873,-0.24795772449974593,-3.1374609310301413,1.0
-0.471539494263265,0.5074498273391035,0.23551880299141528,1.0
1.8604057904490925,1.1589109535014057,0.6850157858417267,1.0
-0.5362189310734945,0.8537687168247265,0.5430492091590348,1.0
0.5169476431716075,0.5224616613438324,0.297047413886303,1.0
-1.3801065063529303,-1.1886386407271041,0.8419396510049666,1.0
-1.6618940519054377,-0.3750965630228411,1.177836127643625,0.0
1.2210011495999895,-1.411843890885967,0.2638631682068814,1.0
-1.8577705255621038,-1.1923039165211158,0.44677128462582016,1.0
-1.1058777857028868,-0.8739702089486837,0.25657743203494715,1.0
-0.2851576829322672,1.3337828918092138,1.2782070046117253,1.0
0.7839138882856153,1.6143224791451374,-1.5392872690113586,1.0
-1.709361271165768,-1.1400318681919694,0.2962927369604473,1.0
-0.31942557006105277,0.42282595529754563,-1.7661806245322291,1.0
